id,name,area,employer,salary_from,salary_to,salary_currency,published_at,experience,employment,schedule,key_skills,specialization,professional_roles
126306379,Ведущий разработчик 1С,Алматы,Первый БИТ,,,,2025-10-08,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
123523193,Middle backend разработчик Golang,Алматы,KMF Банк,,,,2025-09-24,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125278960,PHP-разработчик,Алматы,OpenHC,,,,2025-09-12,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125295315,Junior Backend Developer (Node.js),Алматы,Andersen,,,,2025-09-13,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125184231,Backend-разработчик,Алматы,Казахтелеком,,,,2025-09-11,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125191416,C#/.NET-разработчик,Алматы,Страховая компания Freedom Insurance,,,,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
126199776,Backend Developer (Node.js),Алматы,Andersen,,,,2025-10-06,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125681190,IT-специалист,Алматы,«Дочерняя организация АО «Нурбанк» Лизинговая компания Нур Лизинг,,,,2025-10-06,От 1 года до 3 лет,Частичная занятость,Полный день,,,"Программист, разработчик"
125530072,Инженер по интеграции,Алматы,Telecon,800000,,KZT,2025-09-19,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125829765,Разработчик C# (Revit API),Алматы,RAS Group Project,,,,2025-09-26,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125464037,Golang-разработчик,Алматы,Народный банк Казахстана,,,,2025-09-18,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125589882,IOS Developer (Junior|Pre-middle),Алматы,КПЕ Центр разработки (Казахстан),,,,2025-09-22,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125396910,Разработчик Python,Алматы,TS Property Management,,,,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
126227077,Разработчик 1С,Алматы,Sary-Arka Copper Processing,,,,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125256115,"Преподаватель программирования, информационных технологий",Алматы,Инновационный технический колледж,200000,210000,KZT,2025-09-12,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125843958,Разработчик 1С,Алматы,ЕНПФ,,,,2025-09-26,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
124883220,Начинающий 1С разработчик,Алматы,CU Central Asia,350000,,KZT,2025-10-03,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
126038990,Программист 1С,Алматы,KAZLOGISTIC SOLUTIONS,,,,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125600701,Разработчик,Алматы,Народный банк Казахстана,,,,2025-09-22,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125324386,FullStack / BackEnd - разработчик Flutter - мобильная разработка,Алматы,ОсОО Тру Айти,,,,2025-09-15,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125862090,Python-разработчик / Data Engineer,Алматы,Мамайканов,400000,800000,KZT,2025-09-28,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125635630,Senior Front-end разработчик,Алматы,CapStone,1000000,,KZT,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
124874142,Intern/С1 (Programmer)- Actuary group-Audit & Assurance Department,Алматы,Deloitte DKU,,250000,KZT,2025-10-04,Нет опыта,Полная занятость,Полный день,,,"Программист, разработчик"
125765382,React (React js) Native Frontend - разработчик,Алматы,Tech Noir,500000,850000,KZT,2025-10-07,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125641487,Middle/Senior Full-stack Developer,Алматы,Hero’s Journey,700000,1200000,KZT,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125872172,Начинающий IT специалист (голосовые и текстовые чат-боты),Алматы,Частная компания “Automated Communication Solutions Ltd.”,150000,250000,KZT,2025-10-08,Нет опыта,Полная занятость,Полный день,,,"Программист, разработчик"
125031233,Middle Flutter developer (КЕМ),Алматы,"Beeline, ТМ",,,,2025-09-08,Нет опыта,Полная занятость,Полный день,,,"Программист, разработчик"
125752829,Ruby on Rails Developer – Junior/Middle,Алматы,N1 INTERACTIVE Ltd,,,,2025-09-25,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125829036,Middle/Middle Strong Backend-разработчик,Алматы,Банк Эсхата,,3000,USD,2025-10-08,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125254780,Программист 1С,Алматы,IT DOC,350000,600000,KZT,2025-09-12,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125875762,Middle PHP-разработчик,Алматы,MP Solutions,,,,2025-09-29,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
124201137,Middle Backend Laravel Developer,Алматы,Bilim Land (Bilim Group),,,,2025-09-16,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125469136,SQL-разработчик в Управление разработки АБИС Colvir,Алматы,АО «Freedom Bank Kazakhstan»,,,,2025-09-18,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125479277,Программист 1C,Алматы,ОТИС,,,,2025-09-18,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125983207,Junior Ruby on Rails + Vue specialist,Алматы,iPlayTech,,,,2025-09-30,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125081718,Golang разработчик,Алматы,Банк ЦентрКредит,,,,2025-09-09,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125372958,Frontend Engineer (Middle / Strong Middle),Алматы,devs,,,,2025-10-07,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125305874,"Программист в области криптографии, исследователь уязвимостей",Алматы,WSE,400000,600000,KZT,2025-09-15,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125418814,Java Backend Developer (middle+/senior),Алматы,Halyk Finservice,,,,2025-09-27,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125257407,"PHP, WEB - разработчик Middle",Алматы,Техномир,250000,400000,KZT,2025-09-12,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125282309,Fullstack-разработчик,Алматы,SOFTINTERMOB HK,2500,3000,USD,2025-09-12,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125368884,PHP-разработчик (Laravel),Алматы,Magnum E-commerce Kazakhstan,,,,2025-09-16,Более 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125874342,PL/SQL разработчик/Разработчик БД (Junior+),Алматы,Сентрас Капитал,350000,550000,KZT,2025-09-29,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125600641,Эксперт разработчик,Алматы,Народный банк Казахстана,,,,2025-09-22,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
114294747,Senior Golang-разработчик,Алматы,ForteBank,,,,2025-10-02,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
124094816,React Frontend-разработчик,Алматы,Zymyran inc,600000,,KZT,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125517379,Специалист по внедрению и сопровождению ПО (программист SQL),Алматы,GeoMineSoft (ГеоМайнСофт),,,,2025-09-19,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
124175467,Senior Разработчик Golang,Алматы,KMF Банк,,,,2025-09-15,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125391603,Flutter разработчик,Алматы,Home Credit Bank,,,,2025-09-16,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125439000,Unity-разработчик,Алматы,SOFTINTERMOB HK,1600,2300,USD,2025-09-17,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
124267881,React-Native разработчик,Алматы,UAB Cronex,500000,750000,KZT,2025-09-19,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125277188,Backend-разработчик,Алматы,Центр подготовки (AIPLUS),700000,,KZT,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125107719,Flutter Developer,Алматы,Моторная компания Астана-Моторс,,,,2025-09-09,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125897635,"1С программист (middle, senior)",Алматы,MONOLIT-GROUP,10000,11000,KZT,2025-09-29,От 3 до 6 лет,Частичная занятость,Полный день,,,"Программист, разработчик"
125558003,"Middle Flutter Developer, Алматы (в офис)",Алматы,Paloma365,1000,1500,USD,2025-09-20,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
126024984,NET Trainee,Алматы,Andersen,,,,2025-10-01,Нет опыта,Полная занятость,Полный день,,,"Программист, разработчик"
125254150,Senior Back-End / Full Stack Developer,Алматы,Meteoro Platform,,,,2025-09-12,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125896945,Middle Fullstack JavaScript/Typescript разработчик,Алматы,Интернет-компания PS,500000,1000000,KZT,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125193195,Python-разработчик,Алматы,Страховая компания Freedom Insurance,,,,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125604614,Go Developer,Алматы,Andersen,,,,2025-09-22,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
126165380,Разработчик ELMA 365,Алматы,TECHNODOM Operator (Технодом Оператор),,,,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
124207257,Программист 1С,Алматы,КЕЛЕТ,,1500000,KZT,2025-09-15,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125330641,Frontend-разработчик,Алматы,Gamechanger,300000,,KZT,2025-10-06,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125707570,Middle PHP Developer,Алматы,Мама знает,600000,700000,KZT,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125109478,Разработчик C++,Алматы,КСК-Эйч Ар,,,,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
126092430,Специалист по настройке Битрикс24,Алматы,ЧЁТКИЙ УЧЁТ АЛМАТЫ,,,,2025-10-06,От 1 года до 3 лет,Частичная занятость,Полный день,,,"Программист, разработчик"
124147194,Full-stack разработчик (Laravel),Алматы,Baraholka-Express.kz,,,,2025-09-15,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
124173905,Fullstack-разработчик,Алматы,Encom Systems Technology,,,,2025-09-09,Более 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125874452,1C разработчик,Алматы,Компания по страхованию жизни BCC Life,,,,2025-09-29,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125083007,Android разработчик,Алматы,CapStone,500000,,KZT,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125386535,Security Automation Engineer (Python),Алматы,inDrive,,,,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125366740,Middle/Senior Backend Software Engineer (NestJS / Node.js),Алматы,INVESTBANQ TECH LAB LIMITED,,,,2025-09-16,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125308856,Архитектор решений (Solution Architect),Алматы,MetaHR,,,,2025-09-15,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125443265,Senior Python developer,Алматы,COMTEK Inc.,4000,6000,USD,2025-10-05,Более 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125750390,Разработчик 1с,Алматы,"Халык-Life, АО",,,,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125106634,Senior Backend Developer (Python),Алматы,Моторная компания Астана-Моторс,,,,2025-09-09,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
123353038,Middle C# developer (Paynet),Алматы,«ФИНАНСОВЫЙ ХОЛДИНГ «РЕСПУБЛИКА»,,,,2025-09-23,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125820281,Middle/Middle Strong IOS-разработчик,Алматы,Банк Эсхата,,3000,USD,2025-10-08,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
123926108,Middle PHP Backend-разработчик Krisha.kz,Алматы,Kolesa (АО Колеса),1200000,1600000,KZT,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125849209,Php разработчик (Middle),Алматы,TECHNODOM Operator (Технодом Оператор),,,,2025-09-26,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125901276,Инженер-программист (Open edX),Алматы,Science and Educational Center,350000,350000,KZT,2025-09-29,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125439040,Unity Developer (GameDev),Алматы,SOFTINTERMOB HK,1600,2300,USD,2025-09-17,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125172511,Full-stack разработчик (PHP),Алматы,Асистент,300000,600000,KZT,2025-09-10,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125895055,Senior Go Engineer / Solution Architect,Алматы,Emphasoft,,,,2025-09-29,Более 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125821561,Разработчик 1С,Алматы,TECHNODOM Operator (Технодом Оператор),,,,2025-09-26,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125438896,Системный архитектор / System Architect,Алматы,SOFTINTERMOB HK,350000,500000,RUR,2025-09-17,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
126165356,Программист 1С,Алматы,Первый БИТ,300000,700000,KZT,2025-10-06,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125526279,1С Программист,Алматы,Consulting Business Centre Eurasia,,1500000,KZT,2025-09-19,Более 6 лет,Проектная работа,Удаленная работа,,,"Программист, разработчик"
125278417,Экперт по внедрению и сопровождению ИИ AI,Алматы,Масло-Дел,,,,2025-09-12,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
123599563,Android-разработчик,Алматы,Kolesa (АО Колеса),500000,1200000,KZT,2025-09-29,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125304247,Senior\Middle Java Developer,Алматы,Jana Post,,,,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125336836,"Senior Rendering developer (Рендеринг карт, C++/Vulkan)",Алматы,Devhunt,,,,2025-09-15,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
123093730,IOS Developer,Алматы,Народный банк Казахстана,,,,2025-09-20,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125167497,PHP/Go Backend Developer,Алматы,Mayflower,,,,2025-09-10,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
120859899,Senior flutter developer,Алматы,red_mad_robot,,,,2025-10-07,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125338692,Full stack разработчик / Middle+ / TeamLead,Алматы,Договор24,600000,,KZT,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125530351,"Back-end разработчик (PHP), senior",Алматы,Freedom Pay,,,,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
126177461,PHP Trainee,Алматы,Andersen,,,,2025-10-06,Нет опыта,Полная занятость,Полный день,,,"Программист, разработчик"
125918479,Java Trainee,Алматы,Andersen,,,,2025-09-29,Нет опыта,Полная занятость,Полный день,,,"Программист, разработчик"
125253161,Web-разработчик (Angular),Алматы,Alatau City Bank,,,,2025-09-12,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
126180466,Старший инженер RNO,Алматы,Kcell,,,,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125504235,"Инженер-программист по автоматизации (АСУТП), Алматы",Алматы,Carlsberg Kazakhstan,,,,2025-09-30,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125795330,Backend Developer (.NET) with German,Алматы,Andersen,,,,2025-09-25,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125374271,Senior Python Backend Engineer,Алматы,MoonAI tech,900000,1600000,KZT,2025-10-07,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
123154325,Senior Go-разработчик,Алматы,"ALSECO, АО",,,,2025-09-29,Более 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125770269,Главный инженер-программист Департамента процессинга,Алматы,Нурбанк,,,,2025-09-25,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125832489,Мобильный разработчик приложений Flutter или Android Studio,Алматы,Салтос Сергей,700,,USD,2025-09-26,От 1 года до 3 лет,Проектная работа,Удаленная работа,,,"Программист, разработчик"
125430143,PHP Developer,Алматы,ECPK IT,,,,2025-09-17,Более 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
126023339,Android Trainee,Алматы,Andersen,,,,2025-10-01,Нет опыта,Полная занятость,Полный день,,,"Программист, разработчик"
125206844,Разработчик Ruby on Rails,Алматы,ТИКЕТС КЗ,,,,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125318877,Senior PHP разработчик,Алматы,Neocode,,,,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
126045028,Программист 1С,Алматы,(КАБАШЕВА ГУЛЬНАРА МАКСУТОВНА) Смарт системы,800000,1200000,KZT,2025-10-02,Более 6 лет,Полная занятость,Вахтовый метод,,,"Программист, разработчик"
125308782,Middle full-stack разработчик,Алматы,Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel),,,,2025-09-15,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125515079,PHP-разработчик Yii 2,Алматы,ЦАТ IDSOFT,500000,,KZT,2025-09-19,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125511645,Full stack разработчик (frontend/backend),Алматы,"GuardinAI, Inc",500,1300,USD,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
122757696,1С разработчик,Алматы,Kolesa (АО Колеса),,,,2025-09-16,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125285627,Разработчик 1С (Middle / Middle+),Алматы,Ирмас ЛТД (DDW Group),,,,2025-09-12,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
124367648,Senior full-stack разработчик,Алматы,Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel),,,,2025-09-19,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
123298580,Программист 1С,Алматы,Bus Logistic Group,,500000,KZT,2025-09-12,От 1 года до 3 лет,Полная занятость,Гибкий график,,,"Программист, разработчик"
126010754,Разработчик PL SQL,Алматы,NOMAD insurance,,,,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125156555,TypeScript Web Fullstack Developer / Manual QA / Project Manager,Алматы,Био Инновации Казахстан,200000,350000,KZT,2025-09-10,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125634579,1 С разработчик / Программист 1С,Алматы,DAS Sauda,500000,600000,KZT,2025-09-23,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
124062700,Intern PHP Developer,Алматы,Itransition,,,,2025-09-11,Нет опыта,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125670248,Full-stack Developer (ColdFusion),Алматы,Agile Soft,,,,2025-09-23,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
126005450,Разработчик Elma 365,Алматы,WONE IT,,,,2025-10-01,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125165678,Fullstack-разработчик (Golang),Алматы,DataRocks,500000,600000,KZT,2025-09-10,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
122562352,Программист 1С,Алматы,Бостан,1000000,1500000,KZT,2025-10-03,Более 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125591744,"Технический ментор по курсу ""Data Engineer"" со знанием казахского языка",Алматы,BigData KZ,,,,2025-09-22,От 1 года до 3 лет,Частичная занятость,Удаленная работа,,,"Программист, разработчик"
125541149,Программист 1С:ERP,Алматы,Аврора Сервис,600000,,KZT,2025-09-19,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125370367,Lead python developer,Алматы,Аврора Сервис,,,,2025-09-16,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125699270,Программист 1С,Алматы,им. Тьюринга,500000,1000000,KZT,2025-10-06,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
124228014,Инженер-программист,Алматы,Almaty Insulation,,,,2025-09-17,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125821466,Программист 1С,Алматы,Prima Distribution,900000,1200000,KZT,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
121601890,1С разработчик,Алматы,М-Ломбард,,,,2025-10-03,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
126023343,IOS Trainee,Алматы,Andersen,,,,2025-10-01,Нет опыта,Полная занятость,Полный день,,,"Программист, разработчик"
125512339,Senior PHP Developer,Алматы,КАРАДА ПРО,800000,1000000,KZT,2025-10-07,Более 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125264509,Backend-разработчик (PHP / Laravel),Алматы,Daryn.online,600000,900000,KZT,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125133994,Разработчик 1С,Алматы,Публичная Компания «Freedom Finance Global PLC»,,,,2025-09-10,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
121602737,Программист ASP.NET,Алматы,Народный банк Казахстана,,,,2025-09-10,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125228147,Программист 1С,Алматы,"MonAmie, Сеть парфюмерно-косметических магазинов",,,,2025-09-23,Более 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125211896,Senior - Android разработчик,Алматы,Bank RBK,,,,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125106907,Lead Backend (Python),Алматы,Моторная компания Астана-Моторс,,,,2025-09-09,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125491088,Разработчик Битрикс24,Алматы,ContinentalCRM,100000,350000,KZT,2025-09-18,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125174983,1С-разработчик (middle),Алматы,MP Solutions,,,,2025-09-10,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125702591,Android-разработчик,Алматы,Институт Космической Техники и Технологии,,550000,KZT,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125228930,1С разработчик,Алматы,Казахстанский фонд устойчивости,,,,2025-10-05,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125749765,PL/SQL developer,Алматы,"Халык-Life, АО",,,,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125057299,Full-stack разработчик,Алматы,Каипназаров А. Б.,150000,200000,KZT,2025-10-05,От 1 года до 3 лет,Частичная занятость,Удаленная работа,,,"Программист, разработчик"
123368247,Разработчик 1С,Алматы,MFO Robocash,,,,2025-09-29,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
126025166,Senior Platform Engineer,Алматы,ЧК ITS PARTNER LTD.,,,,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125116833,Fullstack-разработчик,Алматы,Encom Systems Technology,,,,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125341155,Backend-разработчик PHP,Алматы,Mybuh.kz,450000,800000,KZT,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
123948055,Программист 1С,Алматы,"EUROPHARMA, ТМ (ТОО AK NIET GROUP)",500000,600000,KZT,2025-10-03,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125398275,Senior Frontend Engineer,Алматы,devs,,,,2025-10-07,Более 6 лет,Проектная работа,Удаленная работа,,,"Программист, разработчик"
120340782,Middle C# developer,Алматы,«ФИНАНСОВЫЙ ХОЛДИНГ «РЕСПУБЛИКА»,,,,2025-09-23,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
102863128,"Автор студенческих работ (IT, программирование)",Алматы,Студворк,70000,150000,RUR,2025-09-20,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125678009,Программист / Разработчик 1С,Алматы,"Евразия, Страховая компания",,,,2025-09-24,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125510160,Product Lead (GTM tech),Алматы,Andersen,,,,2025-09-19,Более 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125844476,Разработчик 1С,Алматы,"Galanz Bottlers, АО",,,,2025-09-26,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125011108,Middle разработчик 1С / Программист 1С,Алматы,"Интертоп Центральная Азия ,ТМ (INTERTOP)",900000,1200000,KZT,2025-10-03,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
124797326,Архитектор информационных систем,Алматы,Евразийский банк развития,,,,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
92896105,Ruby on Rails Middle Developer,Алматы,Itransition,,,,2025-09-10,От 1 года до 3 лет,Полная занятость,Гибкий график,,,"Программист, разработчик"
124989995,Программист 1С,Алматы,Диалог-Сервис,,,,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125526271,Инженер-программист АСУ ТП,Алматы,ЛОТТЕ Рахат,,346300,KZT,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
125653553,"Backend Developer, Analytical Data (PHP + MySQL, complex queries)",Алматы,Genesis Group AG,,,,2025-10-08,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
126159178,Temenos T24 Developer (Middle/Senior),Алматы,Agile Soft,,,,2025-10-06,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125249174,Fullstack-разработчик,Алматы,The Boss media group,,,,2025-10-05,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"Программист, разработчик"
125581962,Начинающий специалист по созданию голосовых и текстовых чат-ботов,Алматы,Частная компания “Automated Communication Solutions Ltd.”,150000,250000,KZT,2025-10-07,Нет опыта,Полная занятость,Полный день,,,"Программист, разработчик"
125515056,Менеджер управления проектами (разработка ПО),Алматы,Infocart,500000,,KZT,2025-09-19,Более 6 лет,Полная занятость,Полный день,,,"Программист, разработчик"
