id,name,area,employer,published_at,experience,employment,schedule,professional_roles,salary_avg,ym
125491406,Директор по продуктам (CPO)/ Chief Product Officer,Алматы,Республиканская школа лидерства Жаңа Ұрпақ,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,Менеджер продукта,,2025-10-01
124365878,Менеджер по развитию и продвижению MNP,Алматы,Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel),2025-09-19,От 3 до 6 лет,Полная занятость,Полный день,Менеджер продукта,,2025-09-01
124647666,Head of Product / CPO (iGaming),Алматы,Частная компания “Automated Communication Solutions Ltd.”,2025-10-08,От 3 до 6 лет,Полная занятость,Удаленная работа,Менеджер продукта,,2025-10-01
125088961,Senior Product Manager / Product Lead (iGaming),Алматы,Частная компания “Automated Communication Solutions Ltd.”,2025-10-06,От 3 до 6 лет,Полная занятость,Удаленная работа,Менеджер продукта,,2025-10-01
121387082,Менеджер по продажам продуктов крупному бизнесу (декретная позиция),Алматы,Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel),2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Менеджер продукта,,2025-10-01
125764011,Regional Group Product Manager (Pharma),Алматы,ГЕТ ЭКСПЕРТС РЕКРУТМЕНТ,2025-09-25,Более 6 лет,Полная занятость,Полный день,Менеджер продукта,,2025-09-01
126125545,Продуктолог,Астана,Jana Men,2025-10-03,От 1 года до 3 лет,Полная занятость,Полный день,Менеджер продукта,200000.0,2025-10-01
126220701,Главный менеджер по продвижению продуктов,Астана,Национальные информационные технологии,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Менеджер продукта,400000.0,2025-10-01
125873721,IT Project/Product Manager,Астана,Zoftify Eesti OÜ,2025-09-29,От 3 до 6 лет,Полная занятость,Удаленная работа,Менеджер продукта,,2025-09-01
126227600,Менеджер по продажам (продукт премиум cегмента),Астана,KEPLER-4228,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Менеджер продукта,600000.0,2025-10-01
126009049,AI Продукт-инженер,Астана,Resolving,2025-10-01,От 1 года до 3 лет,Полная занятость,Полный день,Менеджер продукта,300000.0,2025-10-01
126091378,Старший менеджер по управлению изменениями,Астана,Freedom Telecom Operations,2025-10-03,От 1 года до 3 лет,Полная занятость,Полный день,Менеджер продукта,,2025-10-01
126259297,International Product Manager,Астана,DauInvest,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,Менеджер продукта,,2025-10-01
125977671,Product manager (Менеджер продукта),Астана,Documentolog,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,Менеджер продукта,,2025-10-01
125114216,Старший менеджер центра цифрового развития,Астана,Фонд социального медицинского страхования,2025-09-09,От 3 до 6 лет,Полная занятость,Полный день,Менеджер продукта,600000.0,2025-09-01
126300389,Менеджер по онлайн-заказам,Астана,GARDEN1,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,Менеджер продукта,300000.0,2025-10-01
126153274,Менеджер отдела развития,Астана,BI Group,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,Менеджер продукта,,2025-10-01
